tagalog,english,cebuano
maaari humingi pabor,ask favor,mangayog pabor
nagbigay niyan,one gave,hatag
pupuntahan,going anywhere,adtoan
tubig buhay,water life,tubig kinabuhi
kumakain tinutong,eats learned,nagakaon tinutong
kumain tinutong,ate taught,nikaon tunutong
kakakain tinutong,eat learned,nagakaon tinutong
nakain tinutong,ate learned,nikaon tunutong
kakain tinutong,eat learned,mokaon tinutong
ipinakain tinutong,fed apprentice,gipakaon tinutong
ipinakakain tinutong,fed apprentice,ginapakaon tinutong
ipakakain tinutong,fed teacher,ginapakaon tinutong
kinainan mangkok tinutong,ate students bowl,gikaon paksanan tinutong
kinakainan mangkok tinutong,eating bowl student,ginakaunan paksanan tinutong
kakainan mangkok tinutong,eat bowl apprentice,kaunon panaksan tinutong
kinain tinutong,ate taught,gikaon tinutong
kakainin tinutong,eat learned,kaunon tinutong
kinakain tinutong,eats learned,ginakaon tintuong
ipinagkain celeste tinutong,fed celeste learned,gipakaon celeste tinutong
ipagkakain celeste tinutong,feed celeste learned,pakaunon celeste tinutong
ipinagkakain celeste tinutong,makes celeste eat learned,ginapakaon celeste tinutong
ipinangkain mangkok tinutong,ate students bowl,gipakaon panaksan tinutong
ipinangkakain mangkok tinutong,ate students bowl,ipakaon panaksan tinutong
ipangkakain mangkok tinutong,eat bowl apprentice,ipakaon panaksan tinutong
matutong magpiano,want learn play piano,makabalo piano
anchorage pinakamalaking siyudad alaska,anchorage largest city alaska,anchorage kinadakang lungsod alaska
sirena,mermaid,sirena
napakaganda bituin,stars beautiful,nindot bituon
nanonood balita,watching news,tanaw balita
matulog,want sleep,matulog
nagtagpo kanilang mata,eyes met,nagtagbo mata
nagsimula pelikula,movie started,sugod sine
galit isat,seem hate,nasuko usagusa
pareho tayong naguguluhan,confused,parehas rata nalibog
tutulungan,would help us,tabangan
nakita naglinis kuwarto,saw clean room,nakitan limpyo kwarto
takdangaralin pagkauwi mula eskwelahan,homework coming home school,gina himo buluhatong eskwelahan
doon makikipagkita,meet,sugaton
itinatanggi,deny,gilimod
mura,cheap,barato
ninakawan pera,robbed money,gikawatan kok salapi
nakakadiri,disgusting,kaluod
kasama magdiwang pasko,celebrating christmas,kauban saulog pasko
koneksyon,everything connected,matag adunay koneksyon
konektado,everything connected,konektado
upo,sit,lingkod
magkasama nagbakasyon,went vacation together,uban bakasyon
pinapakain pagasa pamilya,hope feed families,paglaum makapakaon pamilya
mahalaga pamilya,family important,hinungdanon pamilya
merong sumagot,someone answered,tubag
sumagot,answered,nitubag
umiinom tasa blubering tsa tsahan,drink cup blubering tea teapot,naginom tasa nagbula tsaa kalan
kuro ibang dalubtala septilyong planeta sansinukob serong karugtong,another astronomers theory septyl planet universe zeros attached,syentista naghunahuna adunay pito planeta uniberso adunay zero
magtaro keyk muna kusina,lets make cake first kitchen,luto keyk kusina
magkeyk mangga muna salas,lets mango cake living room,mangga keyk sala
magkeyk ube muna salas,lets make ube cake living room,ube keyk sala
maayos manggang keyk,mango cake good,maayo cake mangga
magmanggang keyk muna salas,lets bake cake living room,manggang sala
magubeng keyk muna salas,lets cake together living room,ubeng keyk sala
nakatakas unggoy,monkey escaped,nakatakas unggoy
naway puwersa sumaiyo,force,hinaut kusug maguban kanimo
naway mapasaiyo puwersa,force,hinaut kusug maguban kanimo
ibang panahon magiging mabuti pagasa,sometime everything fine thats hope,adlaw mamaayo gilauman namon
mabuti ilusyon,everything fine thats illusion,maayo ilusyon
bansa daigdig itoy pagibig nagawang manunula mangingibig,country world love made lovers poets,nasud kalibutan gugma magbuhat magbabalak magbabalak
nililito sansinukob maguniguni umiiral relo relohero,universe confuses cant imagine watch exists without watchmaker,ginalibug uniberso mahunahuna adunay relo relohero
yaong maliliit bangbang nanganganinag mababaw,like little bangbangs shine shallow,mura gagmay banger nagdanag tungod mabaw
naway sumainyo puwersa,force,hinaut kusug maguban kanimo
naway mapasainyo puwersa,force,hinaut kusug maguban kaninyo
kakain melong sorbetes sariwang tsokolateng keyk,would like eat mellow ice cream fresh chocolate cake,mokaon melon ice cream labas tsokolateng keyk
naway sumaiyo puwersa,force,hinaut kusug maguban kanimo
barako yaong kape,coffee cheaper juans,kape barato
kapeng gulaman kinakain enrico,enrico eats gelatin coffee,nagkaon enrico kape gelatin
naniniwala libreng sekso pagmamaluho relihiyon luis,luiss religion believes free sex luxury,relihiyon luis nagtuo libre sekso kaluho
dalubtala isip kuwenta magbiyahe simple surpasyo basketbol tiyera tawag,mind crazy worthless simply travel basketball surface tiyera,nagduhaduha hunahuna hinungdan mobiyahe yano basketball stadium gitawag tiyera
magbulay tungkol sariling pagiral parte kalikasang pagkatao,think existence thats part human nature,hunahunaa hunahuna samtang nakiguban uban
nilalagyan kabuti nilulutong sopas,puts goodness cooking soup,gibutang uhong giluto sabaw
nilalagyan luya nilulutong sopas,puts ginger cooking soup,gibutang luya giluto sabaw
nilalagyan sili nilulutong sopas,puts chili cooking soup,gibutang sili giluto sabaw
nilalagyan kamote nilulutong sopas,puts sweet potato cooking soup,gibutang kamote giluto sabaw
nilalagyan kamatis nilulutong sopas,puts tomatoes cooking soup,gibutang kamatis giluto sabaw
ube loob tinapay enrico,pear inside enricos bread,adunay purpura sulud pan enrico
ube loob keyk enrico,apple inside enricos cake,adunay purpura sulud cake enrico
tsokolate lasa ayskrim oscar,oscars ice cream chocolate flavored,tsokolate lasa ayskrim oscar
istroberi lasa ayskrim rafael,rafaels ice cream strawberry flavored,istroberi lasa ayskrim rafael
sanay kumain restawrang byetnames,wish could eat vietnamese restaurant,mokaon restawran vietnam
sanay kumain restawrang koreano,wish could eat korean restaurant,mokaon restawran korea
sanay kumain restawrang hapon,wish could eat japanese restaurant,mokaon restawran chinese
sanay kumain restawrang pranses,wish could eat french restaurant,mokaon restwran france
sanay kumain restawrang aleman,wish could eat german restaurant,mokaon restwran germany
sanay kumain restawrang intsik,hope eat chinese restaurant,mokaon restwran intsik
sanay kumain restawrang griyego,wish ate greek restaurant,mokaon restwran greek
sanay kumain restawrang meksikano,hope eat mexican restaurant,mokaon restwran mexico
sanay kumain restawrang italyano,wish could eat italian restaurant,mokaon restwran italy
sanay kumain restawrang brasilyano,hope eat brazilian restaurant,mokaon restwran brazil
sanay kumain restawrang portuges,wish could eat portuguese restaurant,mokaon restwran portuguese
sanay kumain restawrang kastila,hope eat spanish restaurant,mokaon restwran spain
sanay kumain restawrang suweko,wish could eat swedish restaurant,mokaon restwran swedish
sanay kumain restawrang danes,hope eat danish restaurant,mokaon restwran denmark
sanay kumain restawrang hawayano,hope eat hawaiian restaurant,mokaon restwran hawaii
sanay kumain restawrang taylandes,hope eat thai restaurant,mokaon restwran thailand
sanay kumain restawrang arabo,hope eat arab restaurant,mokaon restwran arabic
sanay kumain restawrang ruso,wish could eat russian restaurant,mokaon restwran russia
umulan magaling siyudad,rained hard city,kusog ulan lungsod
uulan magaling siyudad,rain well city,kusog ulan lungsod
umuulan magaling siyudad,raining hard city,kusog ulan lungsod
umulan magaling kabundukan,rained well mountains,maayong miulan bukid
uulan magaling kabundukan,rain well mountains,maayong pagulan bukid
berde kulay buhok halimaw,color monsters hair green,berde kolor buhok monster
tumingin halimaw,monster looked,gitanaw monster
galing kabundukan halimaw,monster came mountains,monster bukid
galing karagatan halimaw,monster comes ocean,monster dagat
galing disyerto halimaw,monster comes desert,monster disyerto
galing ilog halimaw,monster came river,monster sapa
galing gubat halimaw,monster came forest,monster giyera
pumunta kabundukan halimaw,monster went mountains,monster mibiya bukid
pumunta karagatan halimaw,monster went ocean,monster mibiya dagat
umalis disyerto halimaw,monster left desert,gibiyaan monster disyerto
umalis ilog halimaw,monster left river,gibiyaan monster suba
umalis gubat halimaw,monster left forest,hawa lasang monster
pasyensiya nangyayari matagumpay paggawa,without patience successful work happens without,pailub malampuson pagbuhat trabaho mahitabo
tatsulok pinto restawran doon,restaurant doors triangular,trianggulo pultahan restawran
kuwadrado pinto restawran doon,restaurant doors square,kuwadro pultahan restawran
bilog pinto restawran doon,restaurant doors round,lingin pultahan restawran
magalala sami tungkol layla,sami shouldnt worry layla,mabalaka sami bahin layla
magiging maayos,fine,maayo
tumawid ilog,must cross river,motabok suba
kabayo,horses,kabayo
tatsulok bintana restawran doon,windows restaurant triangular,trianggulo bintana restawran
kuwadrado bintana restawran doon,windows restaurant square,kuwadro bintana restawran
bilog bintana restawran doon,windows restaurant round,lingin bintana restawran
nagbabasa libro gregorio restawran,gregorio reading book restaurant,nagbasa libro gregorio restawran
nagbabasa diyaryo gregorio kapihan,gregorio reading newspaper cafeteria,gibasa gregorio pamantalaan kapihan
tatsulok bintana kapihan doon,windows triangular room,trianggulo bintana kapihan
kuwadrado bintana kapihan doon,windows room square,kuwadrado bintana kapihan
bilog bintana kapihan doon,windows round room,lingin bintana kapihan
tatsulok pinto kapihan doon,triangular doors room,trianggulo pultahan kapihan
bilog pinto kapihan doon,doors round dining room,lingin pultahan kapihan
tatsulok mesa tsokolateriya roon,tables chocolate shop triangular,trianggulo lamesa tsokolaterya
bilog mesa tsokolateriya roon,tables round chocolate shop,lingin lamesa tsokolaterya
pula mesa tsokolateriya roon,tables chocolate shop red,pula lamesa tsokolaterya
kulayube mesa tsokolateriya roon,tables chocolate shop purple,lamesa tsokolate purpura
berde mesa tsokolateriya roon,tables chocolate shop green,lamesa tsokolate berde
kulayabo silya kapihan doon,chairs dining room gray,lingkuranan kapihan ubanon
kulayube silya kapihan doon,chairs dining room purple,lingkuranan kapihan purpura
kulaydalandan silya kapihan doon,chairs dining room orange,lingkuranan kapihan adunay kahel
kulayrosas silya kapihan doon,chairs dining room pink,lingkuranan kapihan adunay rosas
itim silya kapihan doon,chairs dining room black,lingkuranan kapihan itum
asul silya kapihan doon,chairs dining room blue,lingkuranan kapihan asul
dilaw silya kapihan doon,chairs dining room yellow,lingkuranan kapihan adunay dalag
pula silya kapihan doon,chairs dining room red,lingkuranan kapihan pula
puti silya kapihan doon,chairs dining room white,puti lingkuranan kapihan
kulaytsokolate silya kapihan doon,chairs dining room chocolatecolored,lingkuranan kapihan brown
berde silya kapihan doon,chairs dining room green,lingkuranan kapihan lunhaw
kulaytsokolate mesa kapihan doon,tables cafeteria chocolatecolored,lingkuranan kapihan tabunon
berde mesa kapihan doon,tables cafeteria green,lamesa kapihan lunhaw
kulayabo mesa kapihan doon,tables cafeteria gray,lamesa kapihan abohon
siyano mesa kapihan doon,tables cafeteria,lamesa kapihan siyan
malaking kuwadradong salamin kapihan doon,large square mirror living room,dakong kuwadrados salamin kapihan
malaking tatsulok salamin kapihan doon,large triangular mirror table,dakong trianggulo salamin kapihan
malaking parihabang salamin kapihan doon,large rectangular mirror room,dakong rektanggulo kapihan
malaking bilog salamin kapihan doon,large round mirror table,dakong lingin salamin kapihan
malaking biluhabang salamin kapihan doon,large oblong mirror living room,dakong pormag itlog salamin kapihan
kulayabo gilid salamin,edge glass gray,kilid salamin kolor abo
kulaydalandan gilid salamin,rim glass orange,kolor kahil kilid salamin
kulayube gilid salamin,rim glass purple,kolor bayolet kilid salamin
puti gilid salamin,edge glass white,kolor puti kilid salamin
kulaytsokolate gilid salamin,rim glass chocolatecolored,kilid salamin kolor tabunon
asul gilid salamin,edge glass blue,kolor bughaw kilid salamin
pula gilid salamin,rim glass red,kilid salamin kolor pula
kulayabo gilid malaking biluhabang salamin,rim large oblong glass gray,abohon kilid dako itlog salamin
kulayube gilid malaking biluhabang salamin,rim large oblong glass purple,bayolet kilid dako itlog salamin
kulaydalandan gilid malaking biluhabang salamin,rim large oblong glass orange,kolor kahil kilid dako mura itlog salamin
dilaw gilid malaking biluhabang salamin,rim large oblong glass yellow,kolor dalag kilid dako itlog salamin
pula gilid malaking biluhabang salamin,rim large oblong glass red,pula kolor dako itlog salamin
kulaytsokolate gilid malaking biluhabang salamin,rim large oblong glass chocolatecolored,kolor tabunon kilid dako itlog salamin
berde gilid malaking biluhabang salamin,rim large oblong glass green,kolor lunhaw kilid dako itlog salamin
kulayabo gilid bilog salamin,rim round glass gray,abohon kolor kilid lingin salamin
kulayube gilid bilog salamin,rim round glass purple,bayolet kilid lingin salamin
kulaykape gilid bilog salamin,rim round glass brown,kolor tabunon kilid lingin salamin
bughaw gilid bilog salamin,rim round glass blue,kolor asul kilid lingin salamin
berde gilid bilog salamin,rim round glass green,kolor lunhaw kilid lingin salamin
pula berde kumot,blanket red green,kolor pula lunhaw kolor habol
pula itim kumot,blanket red black,pula itum kolor habol
pula dilaw kumot,blanket red yellow,pula ogdalag kolor habol
pula puti kumot,blanket red white,pula puti kolor habol
pula kulaydalandan kumot,blanket red orange,pula kahil kolor habol
berde kulayabo kumot,blanket green gray,lunhaw abohon kolor habol
berde kulaytsokolate kumot,blanket green chocolatecolored,lunhaw tabunon kolor habol
berde biyoleta kumot,blanket green violet,lunhaw bayolet kolr habol
berde puti kumot,blanket green white,lunhaw puti kolor habol
berde kulayrosas kumot,blanket green pink,lunhaw rosa kolor habol
berde itim kumot,blanket green black,lunhaw itum kolor habol
berde kulaydalandan kumot,blanket green orange,lunhaw kahil kolor habol
berde kulaykape kumot,blanket green brown,lunhaw tabunon kolor habol
berde lila unan,pillow green purple,lungtian bayolet kolor habol
berde puti unan,pillow green white,lungtiang puti kolor habol
berde puti kurtina,curtain green white,lungtian puti kolor kurtina
berde biyoleta kurtina,curtain green violet,lungtian bayolet kolor kurtina
berde bughaw kurtina,curtain green blue,lungtian asul kolor kurtina
berde kulaykape kurtina,curtain green brown,lungtian tabunon kolor kurtina
puti pula kamiseta,shirt white red,puti pula kolor sanina
puti berde kamiseta,shirt white green,puti luntian kolor sanina
puti itim kamiseta,shirt white black,puti itum kolor sanina
berde pula kamiseta,shirt green red,luntian pula kolor sanina
berde itim kamiseta,shirt green black,luntian itum kolor sanina
berde dilaw kamiseta,shirt green yellow,luntian dalag kolor sanina
berde kulaydalandan kamiseta,shirt green orange,luntian kahil kolor sanina
berde kulaykape kamiseta,shirt green brown,luntian tabunon kolor sanina
berde lila kamiseta,shirt green purple,luntian bayolet kolor sanina
berde kulaytsokolate kamiseta,shirt green chocolate,luntian tabunon kolor sanina
pula puti baso,glasses red white,pula puti baso
pula dilaw baso,glasses red yellow,pula dalag baso
pula itim baso,glasses red black,pula itum baso
pula lila baso,glasses red purple,pula bayolet baso
pula kayumanggi baso,glass red brown,pula tabunon baso
berde pula baso,glasses green red,luntian pula baso
berde puti baso,glass green white,luntian puti baso
berde biyoleta baso,glasses green violet,luntian bayolet baso
berde kulaytsokolate baso,glass green chocolatecolored,luntian tabunon baso
berde kulaykape baso,glass green brown,luntian tabunon baso
kulayrosas bughaw panuos,color pink blue,rosa asul baso
kulaydalandan bughaw panuos,color orange blue,rosa asul kolor
kulayube bughaw panuos,tail purple blue,bayolet asul kolor
biyoleta bughaw panuos,back violet blue,bayolet asul kolor
pula bughaw panuos,tail red blue,pula asul kolor
pula itim dyaket,jacket red black,pula itum dyaket
puti dilaw dyaket,jacket white yellow,pula dalag dyaket
berde dilaw dyaket,jacket green yellow,luntian dalag dyaket
berde puti dyaket,jacket green white,luntian puti dyaket
berde kulaytsokolate dyaket,jacket green chocolate,luntian tabunon dyaket
berde kulaykape dyaket,jacket green brown,luntian tabunon dyaket
kulaydayap dyaket,jacket limecolored,luntian dyaket
berde puti sambalilo,sambalilo green white,luntian puti kalo
berde bughaw sambalilo,sambalilo green blue,luntian asula kalo
berde kulaytsokolate sambalilo,sambalilo green chocolatecolored,luntian tabunon kalo
berde kulaykape sambalilo,sambalilo green brown,luntian tabunon kalo
labas pulang bintana kabilugan buwan,see full moon outside red window,gawas pula bintana takdol bulan
labas kulaydalandang bintana kabilugan buwan,see full moon outside orange window,gawas kahil bintana takdol bulan
labas lilang bintana kabilugan buwan,see full moon outside purple window,gawas pula bintana takdol bulan
labas berdeng bintana kabilugan buwan,see full moon outside green window,gawas luntian bintana takdol bulan
labas kulaykapeng bintana kabilugan buwan,see full moon outside brown window,gawas tabunon bintana takdol bulan
puti itim maskara,mask white black,puti itom maskara
puti dilaw maskara,mask white yellow,puti dalag maskara
puti pula maskara,mask white red,puti pula maskara
puti kulaykape maskara,mask white brown,puti tabunon maskara
puti kulaytsokolate maskara,mask white chocolatecolored,puti tabunon maskara
puti kayumanggi maskara,mask white brown,puti tabunon maskara
puti lila maskara,mask white purple,puti bayolet maskara
puti kulayube maskara,mask white purple,puti bayolet maskara
berde itim maskara,mask green black,luntian puti maskara
berde puti maskara,mask green white,luntian tabunon maskara
berde kulaytsokolate maskara,mask green chocolatecolored,luntian tabunon maskara
berde kayumanggi maskara,mask green brown,luntian tabunon maskara
berde kulaykape maskara,mask green brown,luntian tabunon maskara
episode one piece napanood,many episodes one piece watched,yugto one piece natanaw
pasensya nakapagreply sayo kaagad busy,sorry couldnt reply right away busy,pasensya reply dayon nagkapuliki
pumunta japan makita,want come japan see,ganahan moadto japan makitan
kaibigan japanese,nonjapanese friend,higala hapon
pangalan,,ngalan
mahal mahal,love love,gihigugma gihigugma
pumupunta bahay magulang nya tuwing sabado linggo,goes parents house every saturday week,nagaadto balay ginikanan matag katapusan semana
dalubhasa kasaysayan,history expert,eksperto kasaysayan
makapagbasa dito naiinis sobrang kaliwanagan,cant read disgusted much clarity,mabasa lagot hayag
sinubukan yakapin,tried hug,gisulayan gakson
papansinin,would ignore,tagdon
masaya,happy,malipayon
masaya,happy,maliupayon
kailanman umaalis bahay aking kaibigan sigarilyo,friend never leaves home without cigarette,higala mobiya balay sigarilyo
bumigong dumating dito takdang oras,fail arrive time,pakyasa moanhi husto oras
itinuturi sarili matatas mananalita pranses,consider fluent french speaker,giisip kaugalingon larino nagsulti pranses
maaari turuan gawin,teach,tudloan unsaon pagbuhat
kawawang pusa mahuli maliksing daga,poor cat could catch nimble mouse,kaluoy iring madakup hidlas daga
mayroon kaming kakaunting pagkakataon magsalita aleman,little chance speak german,gamay among oportunidad makasulti aleman
mayroon tayong kakaunting pagkakataon magsalita aleman,little chance speak german,gamay oportunidad makasulti aleman
makapunta hapon,hope go japan,makaadto japan
sining,art,arte
aking tiyuhin napakamayaman,uncle rich,dato uyoan
madaling mabuhol sinulid,yarn easy knot,hilo dali mahabol
pulang sinulid,red thread,pula hilo
magaling magsalita pranses,speak french well,hawd estorya pranses
ekkantu,ekkantu,pagawit
magandang araw sherlock holmes,good day sherlock holmes,maayong adlaw sherlock holmes
read book thick,read book thick,mobasa libro ingon kabaga
akala desperado gawin,thought desperate,desperado buhaton
problema pagtulog tinatawag insomnia,sleep problems insomnia,problema pagkatulog gitawag insomnia
mapigilan mamangha kaniyang talento,cant stop amazed talent,malikayan mahibulong talento
napapagod walangkatapusang reklamo,tired endless complaints,gikapoy katapusan reklamo
sinabi alam binili bisikleta,says doesnt know bought bike,ingon kabalo gipalit bayk
,go ahead,
beses tumungo,headed,
,,buhat
kabutihangpalad pasahero nasaktan,luckily passengers hurt,maayo pasahero nasakitan
alam sikreto mahabang buhay,know secret long life,kabalo sekreto taas kinabuhi
tila linggong nagahit,looked like hadnt shaved week,ingon magahit semana
mamatay,might die,basig mamatay
alam,dont know,kabalo dapit
sabihin makakapunta,tell cant come,ingni makaadto
tunay pangalan,real,tinuod nakong ngalan
gawin,,himuon
tingin malungkot,think sad,tanaw masulubon
hinihintay,waiting,hulat
sundan,follow,sundi
naghahanap dahilan sisantehin,theyre looking excuse screw,nangita pamaagi mapahawa
sinadya kaniyang pagkakamali,made mistake purpose,gituyo iyahang sayup
makakatigil,cant stop,mapugngan
sayasaya,happy,lipay
kayang magbisikleta bill,bill ride bike,bayk bill
naniniwala ikinukuwento,believe telling,tuo gipang sulti
pumupunta eskwelahan,hasnt gone school yet,eskwelahan
bagay nais,want one thing,gamit
akala lalake,think hes guy,tong lake
ginagamit bolpen binigay,use pen gave,gigamit bolpen gihatag
akala,thought wouldnt,buhaton
nakalimutan niyang kasintahan,forgotten girlfriend,nalimtan uyab
nakalimutan kaarawan bukas,forget tomorrow birthday,nalimtan bertdey ugma
akala nagustuhan,thought like,magustuhan
akala nagustuhan regalo,thought like gift,pagtuo ganahi regalo
papalitan,change,unsaon pagilis
,done yet,nahuman
tingin mahahanap,think find,pananaw makitan
tama,right,husto
mabilis magbilang,counts quickly,paspas magihap
ulitin sarili,dont repeat,sublia kaugalingon
akala nagustuhan,thought like,pagtuo ganahi
akala nagustuhan,thought like,pagtuo ganahan
akala kumakanta,thought singing,pagtuo nikanta
akala ikay kumakanta,thought singing,nagtuo nagkanta
akala ikay natutulog,thought sleeping,nagtuo natulog
akala ikay umiiyak,thought crying,nagtuo naghilak
tumigil singer pagkanta,singer stop singing,mihunong pagkanta magaawit
maaga nilisanin estudyante silidaralan,students leave classroom early,sayo nanggawas estudyante klase
nakita pabo,see turkey,nakita gibuhat pabo
umalis sasakyan drayber,driver leave car,gibiyaan drayber sakyanan
huminto kotse tapat bangko,car stop front bank,mihunong kotse atbang bangko
nakalimutan batang magsipilyo ngipin bago pumaroon kama,kids forget brush teeth go bed,nakalimot bata manutbras muadtog kwarto
nakalimutan nilang bibisitahin ngayong araw,forgotten visit today,nakalimot bisitahon karong adlawa
nakalimutan nilang susi pintuang yon,forgot key door,nakalimot susi pultahana
akala dadating,think wouldnt come,muabot
malakas kesa kapatid lalaki,stronger brother,kusgan igsuon laki
bolpen hawak sayo,pen holding,bolpen gigunitan imoha
bolpen ibinigay pula,pen gave red,bolpen gihatag puwa
kakakita aklat binili,saw book bought,bago nakita libro pinalit
kutsara tabi tinidor marumi,spoon next fork dirty,kutsara tapad tinidor hugaw
kutsara dinilaan aso plastik,spoon dog licks made plastic,kutsara gitilapan iro hinimo plastik
pasta kinain moy napakakonting asin,pasta ate little salt,pasta gikaon gamay asin
tubig ininom pusa maalat,water cat drinks salty,tubig giinom iring parat
sanay lumakad papuntang trabaho,used walking work,anad mulakaw padulong trabaho
sanay kumain matatamis,used eating sweets,anad mukaon tamis
ideya nanay,mothers idea,ideya mama
dito sanggol,baby,bata
kinakausap halaman,talks plants,ginastoryahan tanom
nagsabi masama,said bad,ingon daotan
kinain pating prinsesa,shark ate princess,gikaon iho prinsesa
sebilya asawa,wife seville,sebilya asawa
taong nagsasabi nilason,people say poisoned,uban tawo nagingon gihiloan
naniniwala salamangka,believe magic,gatuo gyod madyik
prinito donat,fry donut,giprito donat
nakalimutan bos dito,forgotten boss,nakalimot inyong bos
nakalimutan pizza,forgot dont like pizza,nakalimot ganahan pizza
muna amin,join us first wants,
dumating sagot matapos tatlong araw,answer came three days,niabot tubag pagkahuman tulo adlaw
maghandahanda,get ready,pagpangandam
bago,new,bago
nagtatrabaho boston,work boston,gatrabaho boston
sira aking telebisyon,television broken,guba telebisyon
narinig nakatira boston,heard lives boston,nakadungog nakapuyo boston
ganyan katanga,stupid,ingon niana gayod katanga
nagkasipon,cold,gisipon
magaaral lumangoy ngayong taginit,learn swim summer,magtuon langoy karong tinginit
baliw,crazy,buang
doble edad sakin,twice age,doble edad
magyakapan,want hug,magginaksanay
alam marunong magmaneho,know cant drive,kabalo kamao magdrayb
isara,close,sirada
hinayaan gawin,let,gipasagdan buhaton
alam,know cant,kabalo
ibang masabi,nothing else say,nakoy laing masulti
lumakad ilalim hagdan,walk stairs,agi ilalom hagdanan
alam magsisimula,dont know start,kabalo magsugod
gumagana projector,projector work,mugana projector
binili relo,buy watch,kanusa gipalit relo
nabubuhay tatlong araw paruparo,butterfly lives three days,mabuhi tolo adlaw alibangbang
nagdesisyon,made mind,nakadesisyon
bulag dati,used blind,buta sauna
bulag noon,blind,buta kaniadto
makakalaboso,drunk,prisohon
makukulong,go jail,mapriso
hulaan,guess,tagnaa
alam,dont know,kabalo
iginigiit inosente,insists innocent,giinsistir sala
sabihin kanino,dont tell,isulti
iniuutos,told,ginabuhat sugo iya
dami nnaman trabaho,lot work,kadaghan buhatonon
iniintriga nya,intrigues,giintriga
natira tumulong paglilinis,wasnt even left help clean,lay nagpabilin mutabang limpyo
kulayrosas buhangin dalampasigan doon,sand beach pink,pingk balas baybayon
kulayrosas buhangin aplaya roon,sand beach pink,pingk balas aplaya
kulayrosas buhangin tabingdagat doon,sand beach pink,pingk balas baybay
kulayabo buhangin dalampasigan doon,sand beach gray,abohon balas baybay
kulayabo buhangin aplaya roon,sand beach gray,abohon balas aplaya
kulayabo buhangin tabingdagat doon,sand beach gray,abohan balas kilid dagat
puti buhangin dalampasigan doon,sand beach white,puti balas baybay
puti buhangin aplaya roon,sand beach white,puti balas aplaya
puti buhangin tabingdagat doon,sand beach white,puti balas kilid dagat
brokuli,like broccoli,ganahan brokuli
matangkad babae,woman tall,tangkad babae
sinusubukan magsalin,trying translate,sulay bilin
haja makar tagay sung kagman,haja makar tagay sung kagman,hedkwarter tji sung kajma
nakatulog gitna konsyerto,fell asleep middle concert,tulog tungtunga konsyerto
suot alahas layla,layla wearing jewelry,suot alahas layla
buong gabi kaming sumayaw,danced night,hangtud gabii nanayaw
bumili bagong camera ipalit hiniram nawala,buys new camera replace one borrowed lost,palit bag ong kamera iilis kamera nawala
mahirap basahin nakasulat,difficult read written,lisod basahon sulat
ubo sipon,cough cold,ubo sipon
dahilan pagdalaw,reason visit,rason pagbisita
ipapangalan manyika,would doll,ipangalan manika
gagawa,,mubuhat kuan
sinundan,followed,gisundan
malalaman nagtatrabaho,know dont work,unsaon pagkabalo nagtrabaho
binigyan bagong pangalan,gave new,gihatagan bag ong pangalan
sagot,wanted answer,tubag
hintayin berdeng ilaw bago tumawid,wait green light crossing,hulata berde suga bago mutabok
ipinanganak ika oktubre,born th october,gipanganak oktubre tuig
nasasabi paalam,saying goodbye,niingon babye
naniniwala tapat,believe honest,nagatuo matinudanon
ibinili relo,bought watch,gipalitan relo
medyo guwapo,quite handsome isnt,guwapo tomno
nagsabi bumili kotse,told buy car,ingon mupalit sakyanan
nagaaral pranses,learning french,eskwela pranses
papasa eksaminasyon tinulungan magaral,wouldnt passed exam hadnt helped study,pasa eksam gitabangan tuon
pula buhok,toms hair isnt red,pula buhok
gawin,dont want,naku buhaton
nagkaroon pagkakataon gawin,never chance,nagkahigayon buhaton
alam spaghetti tumutubo puno spaghetti,know spaghetti grows spaghetti tree,kabalo spaghetti nitubo puno spaghetti
kausapin,talk,maistorya
makausap,talk,maistorya
pumupunta moske mennad linggo,mennad goes mosque every week,naga moske mennad domingo
natutulog kanikanilang kuwarto,still sleeping respective rooms,natulog gihapon kuwarto
malakaslakas gawin magisa,strong enough alone,pagka kusgan buhaton inusara
nanalo,,nadaog
sabi gawin,said done,ingon buhat
maganda samasama tayong nagbiyahe,would nice traveled together,nindot kauban biyahe
nagpuputol puno,cut trees,nagputol puno
alam sinabi,know said wouldnt right,kabalo giingon buhaton
bayolente,violent,bayolente
nakapunta alemanya,ever germany,naba alemanya
bikolano,bicolano,bikolano
mukhang pugad buhok,hair looks like nest,salag buhok
lumingon ipikit mata,turn around close eyes,mulingi ipiyong mata
inasahan makikita muli,never expected see,dahum makita
tumanggap malaking sahod,received large salary,nagdawat dako sweldo
naku lamig,cold today,hala katugnaw karun
matuto pranses,learn french,makabalo pranses
malaki kuwarto,room big,dako kwarto
kayang tumakbo kasingbilis,cant run fast,mudangan paspas kaparehas iya
nakukuntento,satisfied,nakuntento
alam magagawa anumang tulong,know cant without help,kabalo mabuhat mutabang bisang
ganda mundo,world beautiful,kanindot kalibutan
umuwi paaustralia,went back home australia,niuli australia
klase mula alasotso umaga tanghali,class eight morning noon,klase magsugod alasotso bunta hantud udto
handa gawin,ready,andam buhaton
nagaral iisang unibersidad,taught university,eskuwela eskuwelahan
nakita kuwarto,see room,nakitan kuwarto
bat naparito,come,nganung
mayroon sasabihin,something say,iingon
niyan kahapon,yesterday,nagbuhat niana gahapon
